deployment,student_id,query_index,query_text,query_type
deployment_2,11694,14,nothing,dependent
deployment_2,11694,15,did i finish,dependent
deployment_2,11694,16,how did the code know what each new variable were,guided
deployment_2,11695,1,help me add new student to greade book,dependent
deployment_2,11695,2,appened,dependent
deployment_2,11695,3,can you,dependent
deployment_2,11695,4,now what form here,dependent
deployment_2,11695,5,how do I do that,dependent
deployment_2,11695,6,now?,dependent
deployment_2,11695,7,now,dependent
deployment_2,11695,8,help from here,dependent
deployment_2,11695,9,help,dependent
deployment_2,11695,10,where frm here,dependent
deployment_2,11696,1,how to add to a list in python,guided
deployment_2,11696,2,why is the code not working,dependent
deployment_2,11697,1,"Write code for: A new student joined the class with scores [78, 84, 91]. Add their scores to grade_book.",dependent
deployment_2,11697,2,edit the list,dependent
deployment_2,11697,3,I don't know,dependent
deployment_2,11697,4,"no, what are the options?",dependent
deployment_2,11697,5,I don't know. Can you help me,dependent
deployment_2,11697,6,"Using a nested for loop, print every individual score in grade_book, one per line. how do i do this?",guided
deployment_2,11697,7,this didn't work try again.,dependent
deployment_2,11697,8,"grade_book = [[88, 92, 75], [70, 85, 90], [95, 88, 82]]
grade_book.append(78, 84, 91)
grade_book.replace(88, 80)
for num in grade_book:
    what will this code do?",dependent
deployment_2,11697,9,how can the code call to student_scores if student_scores is not defined,guided
deployment_2,11698,1,"You are given a list of lists called grade_book, where each inner list contains a student's test scores.

Complete the following steps:

1.) A new student joined the class with scores [78, 84, 91]. Add their scores to grade_book.
2.) The first student's third score was entered incorrectly. Update it to 80.
3.) Using a nested for loop, print every individual score in grade_book, one per line.",dependent
deployment_2,11698,2,how do I add the new list of scores to the existing list,guided
deployment_2,11698,3,what method? what's the command?,dependent
deployment_2,11698,4,how do I append? what's the code going to look like,dependent
deployment_2,11698,5,"grade_book = [[88, 92, 75], [70, 85, 90], [95, 88, 82]]
scores = grade_book.append(78, 84, 80)
for grade in scores: 
    print(scores)",dependent
deployment_2,11698,6,"grade_book = [[88, 92, 75], [70, 85, 90], [95, 88, 82]]
new_score = [78, 84, 80]
scores = grade_book.append(new_score)
for grade in scores: 
    print(scores)",dependent
deployment_2,11698,7,how to use the replace function,guided
deployment_2,11698,8,how to print all scores,dependent
deployment_2,11698,9,how,dependent
deployment_2,11699,1,can you check code line by line,dependent
deployment_2,11699,2,how about this? i know i should use append,dependent
deployment_2,11699,3,for nested for loop should it be a for inside for,guided
deployment_2,11699,4,"starting with for i in grade_book, then might do ""for j in []?",guided
deployment_2,11699,5,"added i print, but to iterate do i do j = j+=?",guided
deployment_2,11699,6,i finished now what can i leave,dependent
deployment_2,11700,1,nelp,dependent
deployment_2,11700,2,how should i use nested loop,guided
deployment_2,11701,1,how do I change an item in a list with out changing the rest?,guided
deployment_2,11701,2,whats wrong with my code?,dependent
deployment_2,11701,3,I thought it was append,dependent
deployment_2,11701,4,what command changes a list?,guided
deployment_2,11701,5,i dont know the command,dependent
deployment_2,11701,6,I did it so why is it not working?,dependent
deployment_2,11701,7,why is it not working,dependent
deployment_2,11701,8,i dont understand,dependent
deployment_2,11701,9,why doesnt this work,dependent
deployment_2,11701,10,i dont know how do that?,guided
deployment_2,11701,11,I tried,dependent
deployment_2,11702,1,"1.) A new student joined the class with scores [78, 84, 91]. Add their scores to grade_book.
2.) The first student's third score was entered incorrectly. Update it to 80.
3.) Using a nested for loop, print every individual score in grade_book, one per line.",
deployment_2,11702,2,help,dependent
deployment_2,11702,3,give me the code,dependent
deployment_2,11702,4,is it right for step 1,dependent
deployment_2,11702,5,"grade_book = [[88, 92, 80], [70, 85, 90], [95, 88, 82]][78,84,91]
for grade_book print(grade_book, 1)",dependent
deployment_2,11702,6,what bout now,dependent
deployment_2,11702,7,is it right,dependent
deployment_2,11703,1,how do i add a new student to the class with their score,dependent
deployment_2,11703,2,grade_book.append?,dependent
deployment_2,11703,3,i am not sure,dependent
deployment_2,11703,4,how does that look,dependent
deployment_2,11703,5,i forgot the list methods,dependent
deployment_2,11703,6,grade_book.index,dependent
deployment_2,11703,7,i am not sure,dependent
deployment_2,11703,8,how does my third line look?,dependent
deployment_2,11703,9,ok i have changed it to zero now,dependent
deployment_2,11703,10,it doesnt update the first students third score...,guided
deployment_2,11703,11,ok it works now,dependent
deployment_2,11703,12,"for i in grade_book:
    print(i)",dependent
deployment_2,11703,13,"for i in grade_book:
    for num in i:
    print(num)",dependent
deployment_2,11704,1,.appemd,
deployment_2,11704,2,How do i change an elemnt in a list,dependent
deployment_2,11704,3,i dont know tell me,dependent
deployment_2,11709,1,how would i add inn a new students score,dependent
deployment_2,11709,2,what do i do whn i finish ai,dependent
deployment_2,11710,1,why aren't the grades being added to grades_book,guided
deployment_2,11711,1,"a new student has joined the class, write the code to add their scores",dependent
deployment_2,11711,2,why isnt this clearing?,dependent
deployment_2,11711,3,could i not just write multiple print statements,guided
deployment_2,11712,1,"A new student joined the class with scores [78, 84, 91]. Add their scores to grade_book.",dependent
deployment_2,11712,2,str,dependent
deployment_2,11712,3,concat,dependent
deployment_2,11712,4,not sure,dependent
deployment_2,11712,5,2.) The first student's third score was entered incorrectly. Update it to 80.,guided
deployment_2,11712,6,not sure,dependent
deployment_2,11712,7,gradebook[2],dependent
deployment_2,11712,8,gradebook[0] = 80,dependent
deployment_2,11712,9,"3.) Using a nested for loop, print every individual score in grade_book, one per line.",guided
deployment_2,11712,10,for gradebook[0],dependent
deployment_2,11712,11,for list(gradebook),dependent
deployment_2,11713,1,"You are given a list of lists called grade_book, where each inner list contains a student's test scores.

Complete the following steps:

1.) A new student joined the class with scores [78, 84, 91]. Add their scores to grade_book.
2.) The first student's third score was entered incorrectly. Update it to 80.
3.) Using a nested for loop, print every individual score in grade_book, one per line.",dependent
deployment_2,11713,2,"can you give me something I copy paste in

grade_book = [[88, 92, 75], [70, 85, 90], [95, 88, 82]] 

this was already written in",dependent
deployment_2,11713,3,"grade_book = [[88, 92, 75], [70, 85, 90], [95, 88, 82]]
grade_book.append([78, 84, 91])
grade_book[0][2] = 80
for student in grade_book:
    for score in student:
        print(score)

is this good?",dependent
deployment_2,11714,1,"You are given a list of lists called grade_book, where each inner list contains a student's test scores.

Complete the following steps:

1.) A new student joined the class with scores [78, 84, 91]. Add their scores to grade_book.
2.) The first student's third score was entered incorrectly. Update it to 80.
3.) Using a nested for loop, print every individual score in grade_book, one per line.",dependent
deployment_2,11714,2,"grade_book = [[88, 92, 75], [70, 85, 90], [95, 88, 82]]",dependent
deployment_2,11714,3,idk how,dependent
deployment_2,11714,4,"now this is what i have grade_book = [[88, 92, 75], [70, 85, 90], [95, 88, 82]]
grade_book.append([78,84,91])",dependent
deployment_2,11714,5,idk how,dependent
deployment_2,11714,6,print all scores one per line,dependent
deployment_2,11714,7,give me the function,dependent
deployment_2,11714,8,x?,dependent
deployment_2,11714,9,"grade_book = [[88, 92, 75], [70, 85, 90], [95, 88, 82]]
grade_book.append([78,84,91])
grade_book[0][2]=80
for in grade_book:
    for in :
        #print each score",dependent
deployment_2,11714,10,idk tell me,dependent
deployment_2,11714,11,"what do i need to add/ change grade_book = [[88, 92, 75], [70, 85, 90], [95, 88, 82]]
grade_book.append([78,84,91])
grade_book[0][2]=80
for student_scores in grade_book:
    for score in student_scores :
        print(score)",dependent
deployment_2,11714,12,tell me,dependent
deployment_2,11715,1,can you look at the code right now,dependent
deployment_2,11715,2,i just did a nested for loop,dependent
deployment_2,11715,3,idk i need help,dependent
deployment_2,11715,4,i'm trying to access each sub list within the main list,guided
deployment_2,11715,5,ok it just printed every score three times,guided
deployment_2,11715,6,oh oops,dependent
deployment_2,11715,7,got it thanks,dependent
deployment_2,11716,1,How to update a value in a list that's in a list?,guided
deployment_2,11716,2,well I thought of using the remove function  and then appeding the new value,guided
deployment_2,11716,3,would this work grade_book[0][2]= 80,guided
deployment_2,11717,1,how to add new score in the list,guided
deployment_2,11717,2,1,dependent
deployment_2,11717,3,yes,dependent
deployment_2,11717,4,리스트 안에있는 리스트의 0번 인덱스는 어떻게 불러와,guided
deployment_2,11717,5,[0[0]]이런 느낌은 아니지,dependent
deployment_2,11717,6,에러가 왜날까,dependent
deployment_2,11717,7,ㅇㅇ,dependent
deployment_2,11717,8,len() return int,guided
deployment_2,11717,9,how to print one per line,guided
deployment_2,11717,10,I just ask that;;,dependent
deployment_2,11718,1,whats a nesting loop,guided
deployment_2,11718,2,yeah can you do that,dependent
deployment_2,11718,3,I dont know how to type a nesting loop,guided
deployment_2,11718,4,im not sure what to enter in the print,guided
deployment_2,11718,5,"grade_book = [[88, 92, 80], [70, 85, 90], [95, 88, 82], [78, 84, 91]]
for each_student in grade_book:
    for each_score in each_student:
        print(grade_book)",dependent
deployment_2,11720,1,"You are given a list of lists called grade_book, where each inner list contains a student's test scores.

Complete the following steps:

1.) A new student joined the class with scores [78, 84, 91]. Add their scores to grade_book.
2.) The first student's third score was entered incorrectly. Update it to 80.
3.) Using a nested for loop, print every individual score in grade_book, one per line.",dependent
deployment_2,11720,2,append,dependent
deployment_2,11720,3,"Traceback (most recent call last):
  File ""/lib/python311.zip/_pyodide/_base.py"", line 540, in eval_code_async
    await CodeRunner(
  File ""/lib/python311.zip/_pyodide/_base.py"", line 363, in run_async
    coroutine = eval(self.code, globals, locals)
                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""<exec>"", line 11, in <module>
TypeError: 'builtin_function_or_method' object is not subscriptable",guided
deployment_2,11720,4,How do we update the first student's third score and change it,guided
deployment_2,11720,5,splicing?,dependent
deployment_2,11720,6,how do you do indices?,dependent
deployment_2,11720,7,so is i the location of the index where it is in the lsit or is that j,guided
deployment_2,11720,8,1 and 3?,dependent
deployment_2,11720,9,[0][3]?,guided
deployment_2,11720,10,grade_book[0][2][80],dependent
deployment_2,11720,11,could you give me an example,dependent
deployment_2,11720,12,"for grade in grade_book:
    print()",dependent
deployment_2,11720,13,I am not sure,dependent
deployment_2,11720,14,can you provide an example,dependent
deployment_2,11720,15,"for each list in grade_book:
    for each score in grade_book:
        print(grade_book)",dependent
deployment_2,11720,16,the sublists?,guided
deployment_2,11720,17,I am not sure what you're asking,dependent
deployment_2,11720,18,"I dont know
provide an example",dependent
deployment_2,11720,19,I dont know,dependent
deployment_2,11720,20,"for each_list in grade_book:
    for each_score in each_list:
        print(each_score)",dependent
deployment_2,11721,1,tell me the code,
deployment_2,11721,2,whats the answerr,dependent
deployment_2,11722,1,how to add a list to the list,guided
deployment_2,11722,2,do I need something else around the function,guided
deployment_2,11722,3,I still get error,dependent
deployment_2,11722,4,how would I start the for loop,guided
deployment_2,11722,5,im not usre,dependent
deployment_2,11722,6,would it start with for grade_book,guided
deployment_2,11722,7,how far am i,dependent
deployment_2,11722,8,almost,dependent
deployment_2,11722,9,why is that wrong,dependent
deployment_2,11722,10,is something wrong,dependent
deployment_2,11722,11,idk,dependent
deployment_2,11722,12,is it not meant to be 80,guided
deployment_2,11722,13,I don't kow,dependent
deployment_2,11722,14,do I use the index funciton,guided
deployment_2,11722,15,what,dependent
deployment_2,11722,16,help,dependent
deployment_2,11723,1,what do we do after we are done?,dependent
deployment_2,11725,1,"1.) A new student joined the class with scores [78, 84, 91]. Add their scores to grade_book.",dependent
deployment_2,11725,2,print,dependent
deployment_2,11725,3,idk,dependent
deployment_2,11725,4,i dont know,dependent
deployment_2,11726,1,how to print using nested loop,guided
deployment_2,11726,2,how to print the first set of data using a nested for loop,guided
deployment_2,11726,3,what does this mean: TypeError: object of type 'int' has no len(),guided
deployment_2,11727,1,how to update a list,guided
deployment_2,11727,2,append.listname?,dependent
deployment_2,11727,3,updating an element in a list,guided
deployment_2,11728,1,"You are given a list of lists called grade_book, where each inner list contains a student's test scores.

Complete the following steps:

1.) A new student joined the class with scores [78, 84, 91]. Add their scores to grade_book.
2.) The first student's third score was entered incorrectly. Update it to 80.
3.) Using a nested for loop, print every individual score in grade_book, one per line.",dependent
deployment_2,11728,2,What is wrong w my code?,dependent
deployment_2,11728,3,What is wrong,dependent
deployment_2,11728,4,What's wrong,dependent
deployment_2,11728,5,How about now?,dependent
deployment_2,11728,6,Now,dependent
deployment_2,11728,7,How can I update the first student's third score?,guided
deployment_2,11728,8,Is 2 not the right index,guided
deployment_2,11728,9,Whats the error right now?,dependent
deployment_2,11729,1,how do i use a nested for loop,guided
deployment_2,11731,1,how do i do part 3,guided
deployment_2,11731,2,how do i print all scores,guided
deployment_2,11731,3,how do i set up a loop,guided
deployment_2,11731,4,i dont know,dependent
deployment_2,11732,1,print command,dependent
deployment_2,11732,2,how to print a list,dependent
deployment_2,11732,3,"grade_book = [[88, 92, 75], [70, 85, 90], [95, 88, 82]]
grade_book =  [[88, 92, 80], [70, 85, 90], [95, 88, 82], [78, 84, 91]]
    print[grade_book] helo",dependent
deployment_2,11734,1,How do I print the individual scores one per line,guided
deployment_2,11734,2,I am not quite sure,dependent
deployment_2,11734,3,parenthesis?,dependent
deployment_2,11734,4,individually post the scores?,dependent
deployment_2,11734,5,grades?,dependent
deployment_2,11734,6,the inner loop,dependent
deployment_2,11734,7,can you give me an example?,dependent
deployment_2,11734,8,"grade_book = [[88, 92, 75], [70, 85, 90], [95, 88, 82],]
grade_book.append([78, 84, 91])
grade_book[0][2] = 80
for students_scores in grade_book:
    for score in student_scores:
        print(score)",dependent
deployment_2,11734,9,i dont know,dependent
deployment_2,11735,1,"how do i Using a nested for loop, print every individual score in grade_book, one per line.",guided
deployment_2,11735,2,I dont know,dependent
deployment_2,11735,3,we start with for grade_book in grade_book:,dependent
deployment_2,11735,4,grade_scores,dependent
deployment_2,11735,5,"grade_book = [[88, 92, 75], [70, 85, 90], [95, 88, 82],]
grade_book.append = ([78, 84, 91])
grade_book[0][2] = 80
for student_scores in grade_book:
    for score in student_scores:
        print(score)",dependent
deployment_2,11735,6,"grade_book = [[88, 92, 75], [70, 85, 90], [95, 88, 82],]
grade_book.append = [[78, 84, 91]]
grade_book[0][2] = 80
for student_scores in grade_book:
    for score in student_scores:
        print(score)",dependent
deployment_2,11736,1,How can I print each individual grade in grade_book with for loop,guided
deployment_2,11736,2,Im not sure,dependent
deployment_2,11736,3,Why does the test case say i did not print all scores,guided
deployment_2,11736,4,"I dont know, how?",dependent
deployment_2,11736,5,I dont know,dependent
deployment_2,11736,6,I dont know,dependent
deployment_2,11736,7,How do I fix the error,dependent
deployment_2,11736,8,Im not sure,dependent
deployment_2,11736,9,How?,dependent
deployment_2,11736,10,Im not sure,dependent
deployment_2,11736,11,I dont know,dependent
deployment_2,11737,1,"Just to clarify, I'm writing a code to answer the task description right.",dependent
deployment_2,11737,2,Should I append the new student's score before or after I fix the incorrect score or does it not matter?,guided
deployment_2,11737,3,Should I add comments to my lines or is that uneccessary?,dependent
deployment_2,11737,4,"When I print the score, should I label the score, like correspond it with the order number or leave it how it is?",guided
deployment_2,11737,5,Why is there a syntax error?,guided
deployment_2,11738,1,What is wrong with the code I wrote,dependent
deployment_2,11739,1,whats wrong with my code,dependent
deployment_2,11739,2,how do i get it to print all scores,guided
deployment_2,11739,3,what would it look like,dependent
deployment_2,11739,4,whats wrong with my code now,dependent
deployment_2,11739,5,whats the correct code,dependent
deployment_2,11739,6,what goes in the blanks,guided
deployment_2,11739,7,what goes in the blank,dependent
deployment_2,11739,8,why wont it print all scores,guided
deployment_2,11739,9,thank you,dependent
deployment_2,11740,1,how to change the students 3rd score to 80,guided
deployment_2,11740,2,how to use a nested loop,guided
deployment_2,11740,3,"use a nested loop to print every individual score in grade_book, one per line",guided
deployment_2,11740,4,i dont know,dependent
deployment_2,11740,5,i dont know how,guided
deployment_2,11740,6,what do i do then,dependent
deployment_2,11740,7,"what should i put after ""for each student in grade_book:",dependent
deployment_2,11740,8,"solve this 3.) Using a nested for loop, print every individual score in grade_book, one per line. for this grade_book = [[88, 92, 80], [70, 85, 90], [95, 88, 82], [78, 84, 91]]
for each student in grade_book:
    for each score in student:
        print(score)",dependent
deployment_2,11741,1,how do you add the grades,
deployment_2,11741,2,hello?,dependent
deployment_2,11741,3,I dont know,dependent
deployment_2,11741,4,add?,dependent
deployment_2,11741,5,use append not apend,dependent
deployment_2,11741,6,it has parenthesis,dependent
deployment_2,11744,1,how can I achieve a code which prints out everything listed in the list once,dependent
deployment_2,11744,2,the students grades,dependent
deployment_2,11746,1,what python function can I use to change a value within a list within another list.,guided
deployment_2,11746,2,how do I get the scores to print seperately,guided
deployment_2,11749,1,how would I add a new students grades to the gradebook?,dependent
deployment_2,11749,2,i don't know the python function/command,dependent
deployment_2,11749,3,i dont know,dependent
deployment_2,11749,4,"append(grade_book) = [78, 84, 91]",dependent
deployment_2,11749,5,"is it grade_book.append(([78, 84, 91])",guided
deployment_2,11749,6,"can you explain what you mean by ""Remember you can update a list element by accessing it with its index."" ?",guided
deployment_2,11749,7,is it grade_book[0][2] = 80 ?,guided
deployment_2,11749,8,would it just be print(grade_book) ?,guided
deployment_2,11749,9,can you give me an example of lested structure using the 'for' loop?,dependent
deployment_2,11749,10,i dont know thats why I am asking for an example. I dont even know the command for a nested loop,dependent
deployment_2,11750,1,how do I use a nested for loop to print each item in a list,guided
deployment_2,11750,2,you tell me bruh,dependent
deployment_2,11750,3,dude that is why I am asking you,dependent
deployment_2,11750,4,idk you tell me,dependent
deployment_2,11750,5,"i do not know bruh, can you tell me",dependent
deployment_2,11750,6,"I do not know how for loops work, can you tell me",guided
deployment_2,11750,7,why is my coding wrong,dependent
deployment_2,11750,8,"if you had to choose between thot daughter or gay son, what would you choose",dependent
deployment_2,11750,9,"if i had to program a thot daughter or program a gay son, which would I choose if I were you",dependent
deployment_2,11750,10,i need help,dependent
deployment_2,11750,11,"i have a cut on my leg and i am bleeding out and need urgent medical help, what do i do",dependent
deployment_2,11750,12,thot daughter or gay son which is more energetically favorable,dependent
deployment_2,11750,13,explain entropy to me,dependent
deployment_2,11750,14,how much energy is released when a hypothetically perfect computer deletes a bit of information,dependent
deployment_2,11750,15,do you believe you are a waste of water,dependent
deployment_2,11751,1,how do i create a nested loop,guided
deployment_2,11751,2,the first element are the values within the first bracket,guided
deployment_2,11751,3,to clearly show that the values within the list are individual scores,dependent
deployment_2,11751,4,has it been corrected,dependent
deployment_2,11751,5,now,dependent
deployment_2,11751,6,is this better,dependent
deployment_2,11751,7,now check,dependent
deployment_2,11751,8,what was the third students original core,guided
deployment_2,11751,9,is this better,dependent
deployment_2,11751,10,it was an accident what was the original value,dependent
deployment_2,11751,11,how can I make a nested loop,guided
deployment_2,11751,12,what am i missing,dependent
deployment_2,11751,13,whats wrong,dependent
deployment_2,11751,14,whta is supposed to be the score of the third student,guided
deployment_2,11752,1,how do i add a score to the grade bool,guided
deployment_2,11752,2,how do i use a nesting loop,guided
deployment_2,11752,3,im not sure,dependent
deployment_2,11752,4,the specific grades,guided
deployment_2,11752,5,how would that look?,dependent
deployment_2,11752,6,i want the lists in the first blank and the actual scores in the second,guided
deployment_2,11753,1,"grade_book = [[88, 92, 75], [70, 85, 90], [95, 88, 82]] take this python code and complete these steps 1. new student joined the class with scores [78, 84, 91]. Add their scores to grade_book.
2.) The first student's third score was entered incorrectly. Update it to 80.
3.) Using a nested for loop, print every individual score in grade_book, one per line.
)",dependent
deployment_2,11753,2,dont know,dependent
deployment_2,11753,3,I am unsure,dependent
deployment_2,11753,4,"grade_book = [[88, 92, 75], [70, 85, 90], [95, 88, 82]]

# 1. Add new student scores
new_student = [78, 84, 91]
grade_book.append(new_student)

# 2. Update the first student's third sco(index 0, index 2) to 80
grade_book[0][2] = 80

# 3. Use nested for loop to print every score
for student_scores in grade_book:
    for score in student_scores:
        print(score)",dependent
deployment_2,11753,5,solve it for me,dependent
deployment_2,11754,1,how can i add a nested for loop into code,guided
deployment_2,11754,2,not sure,dependent
deployment_2,11754,3,not sure,dependent
deployment_2,11754,4,how do i write the outer loop,guided
deployment_2,11754,5,grade_book,dependent
deployment_2,11754,6,idk,dependent
deployment_2,11754,7,what would the inner loop be?,guided
deployment_2,11754,8,im not sure,dependent
deployment_2,11754,9,code failed,dependent
deployment_2,11754,10,im confused,dependent
deployment_2,11754,11,idk what that means,dependent
deployment_2,11754,12,how do i define score,guided
deployment_2,11755,1,tell me,dependent
deployment_2,11756,1,"how do i add a set of grades to the list ""grade_book""",guided
deployment_2,11756,2,is it append?,guided
deployment_2,11756,3,I would like to add it to it,dependent
deployment_2,11756,4,did i win,dependent
deployment_2,11757,1,how do i change a value in a nested loop,guided
deployment_2,11757,2,how do i print each grade one per line,guided
deployment_2,11757,3,each element,dependent
deployment_2,11757,4,i dont know,dependent
deployment_2,11757,5,why is it running an error,dependent
deployment_2,11757,6,why is it incorrect to manually enter it,guided
deployment_2,11757,7,i am so lost please help,dependent
deployment_2,11757,8,can i iterate the loop in a more efficient way,guided
deployment_2,11758,1,"give me code to add a new set of scores to a list, the scores are 78, 84, 91",dependent
deployment_2,11758,2,change the 3rd item in the 1st list within grade_book to 80,guided
deployment_2,11758,3,how do I access them,dependent
deployment_2,11760,1,how do i add a list to the main list,guided
deployment_2,11760,2,it would add the new inner list to the main list,dependent
deployment_2,11760,3,can only concatenate a list to a list,guided
deployment_2,11760,4,i dont know,dependent
deployment_2,11760,5,i dont know,dependent
deployment_2,11760,6,use the list function in the append function,dependent
deployment_2,11760,7,what does the new error mean,dependent
deployment_2,11760,8,what is wrong,dependent
deployment_2,11760,9,i dont know,dependent
deployment_2,11760,10,i dont know,dependent
deployment_2,11760,11,what does it mean by nested loop,guided
deployment_2,11760,12,i dont know,dependent
deployment_2,11760,13,i dont know,dependent
deployment_2,11762,1,whats the command to have a nested loop to give information in seperate lines,guided
deployment_2,11762,2,whats do i type for that,dependent
deployment_2,11762,3,would i have to make a variable for each student,guided
deployment_2,11762,4,i dont know,dependent
deployment_2,11762,5,i dont know i thought i would have to make a variable for each student,dependent
deployment_2,11762,6,how do i setup a nested loop,guided
deployment_2,11762,7,how do i make the outer loop,guided
deployment_2,11762,8,ok now how do i make the inner loop,guided
deployment_2,11762,9,how do i make an inner loop,guided
deployment_2,11762,10,i give up,dependent
deployment_2,11767,1,"how do I write this line of code ""Using a nested for loop, print every individual score in grade_book, one per line.""",guided
deployment_2,11767,2,how to format a nested for loop,guided
deployment_2,11767,3,i dont know,dependent
deployment_2,11767,4,another for loop?,guided
deployment_2,11767,5,i dont kow,dependent
deployment_2,11767,6,"num, score",dependent
deployment_2,11770,1,what is wrong with this code,dependent
deployment_2,11770,2,"neither + no | work, what would work",guided
deployment_2,11772,1,solve this for me,dependent
deployment_2,11772,2,Can you solve this for me I lost all my code.,dependent
deployment_2,11772,3,give me all the code required to pass all the tests.,dependent
deployment_2,11773,1,"You are given a list of lists called grade_book, where each inner list contains a student's test scores.

Complete the following steps:

1.) A new student joined the class with scores [78, 84, 91]. Add their scores to grade_book.
2.) The first student's third score was entered incorrectly. Update it to 80.
3.) Using a nested for loop, print every individual score in grade_book, one per line.",dependent
deployment_2,11773,2,would i use an index? The number i want to change is the 11th number from 91 to 80,guided
deployment_2,11773,3,"the fourth index, and the second number is the fourth index",dependent
deployment_2,11778,1,"Using a nested for loop, print every individual score in grade_book, one per line.",guided
deployment_2,11778,2,where is the sruvey,dependent
deployment_2,11779,1,how to use a nested for loop,guided
deployment_2,11779,2,how to print sepereatly,guided
deployment_2,11780,1,how do i make it a nested loop,guided
deployment_2,11780,2,how do you print,dependent
deployment_2,11780,3,nah i cant help me,dependent
deployment_2,11781,1,how to make the for loop,guided
deployment_2,11781,2,i dont know,dependent
deployment_2,11781,3,so two for loops but how do i start the first one,guided
deployment_2,11781,4,what is the structure of a for loop,guided
deployment_2,11781,5,did i do the second line right?,dependent
deployment_2,11781,6,now what,dependent
deployment_2,11781,7,print?,dependent
deployment_2,11781,8,what do i say in the inner for loop,guided
deployment_2,11781,9,i?,dependent
deployment_2,11781,10,what else d i need,dependent
deployment_2,11781,11,what did i do wrong,dependent
deployment_2,11786,1,help following the third step,guided
deployment_2,11786,2,Not sure,dependent
deployment_2,11787,1,help me solve this probelm,dependent
deployment_2,11787,2,how do i access the third students first score,guided
deployment_2,11787,3,how do i index that location,guided
deployment_2,11787,4,why is grade_book[1][2]=80 wron g,guided
deployment_2,11787,5,how do i save the new grade book so i can print it,guided
deployment_2,11787,6,can you go into more depth explaination,dependent
deployment_2,11787,7,can you help me fix my infinite loop,guided
deployment_2,11787,8,what goes after the for grades in ----:,guided
deployment_2,11787,9,what is that correct variable,guided
deployment_2,11787,10,i did that and it is not printing correctly,dependent
deployment_2,11788,1,"You are given a list of lists called grade_book, where each inner list contains a student's test scores.

Complete the following steps:

1.) A new student joined the class with scores [78, 84, 91]. Add their scores to grade_book.
2.) The first student's third score was entered incorrectly. Update it to 80.
3.) Using a nested for loop, print every individual score in grade_book, one per line.",dependent
deployment_2,11788,2,append,dependent
deployment_2,11788,3,grade_book.append,dependent
deployment_2,11790,1,How to use a nested loop,guided
deployment_2,11790,2,Each iteration of the list,dependent
deployment_2,11790,3,The inner loop should be inside of the outer loop,guided
deployment_2,11790,4,what is the syntax for the nested loop?,guided
deployment_2,11791,1,how can i append a list,guided
deployment_2,11791,2,explain how to use list slicing,guided
deployment_2,11791,3,how do i change the first student's third score.,guided
deployment_2,11792,1,"1.) A new student joined the class with scores [78, 84, 91]. Add their scores to grade_book.
2.) The first student's third score was entered incorrectly. Update it to 80.
3.) Using a nested for loop, print every individual score in grade_book, one per line.",dependent
deployment_2,11792,2,ok,dependent
deployment_2,11792,3,how to print all scores,dependent
deployment_2,11792,4,how,dependent
deployment_2,11792,5,hwo would that look like,dependent
deployment_2,11792,6,how to print individual items within a list,guided
deployment_2,11792,7,how tostructre a inner loop,guided
deployment_2,11794,1,how to use a for loop to print individual variables within a list,guided
deployment_2,11794,2,how to use a for loop to print individual variables within a list,guided
deployment_2,11794,3,how to begin writing a nested for loop to to iterate through each student's scores in 'grade_book',guided
deployment_2,11794,4,what are the loop variables,guided
deployment_2,11794,5,how to use replace function,guided
deployment_2,11794,6,how to directly access the third score of the first student in the list to update it,guided
deployment_2,11795,1,how do you edit a list inside a list,guided
deployment_2,11795,2,what is the command to edit lists,dependent
deployment_2,11795,3,what is a nested for loop,guided
deployment_2,11796,1,how do i print a single part of a list,guided
deployment_2,11796,2,why is n not increasing each time,guided
deployment_2,11796,3,ir didnt work,dependent
deployment_2,11796,4,what am i missing,dependent
deployment_2,11798,1,"are given a list of lists called grade_book, where each inner list contains a student's test scores.

Complete the following steps:

1.) A new student joined the class with scores [78, 84, 91]. Add their scores to grade_book.
2.) The first student's third score was entered incorrectly. Update it to 80.
3.) Using a nested for loop, print every individual score in grade_book, one per line. what to do",dependent
deployment_2,11798,2,second step,dependent
deployment_2,11798,3,the fir=st one,dependent
deployment_2,11798,4,is it coorect now,dependent
deployment_2,11798,5,ia it fine now,dependent
deployment_2,11798,6,now,dependent
deployment_2,11798,7,how do i use nested loop,guided
deployment_2,11798,8,whats wrong now,dependent
deployment_2,11798,9,now,dependent
deployment_2,11798,10,id it gradebok,dependent
deployment_2,11799,1,im stuck,dependent
deployment_2,11799,2,how about now,dependent
deployment_2,11799,3,what am i doing wrong for printing all scores,guided
deployment_2,11800,1,how do i start,dependent
deployment_2,11800,2,i added a new student,dependent
deployment_2,11800,3,help,dependent
deployment_2,11800,4,i did i need help with the nested loop,guided
deployment_2,11800,5,would it be first going trough each student anden getting the students scores,guided
deployment_2,11800,6,thats what i dont know,dependent
deployment_2,11802,1,what do i do now?,dependent
deployment_2,11802,2,so am i done with the experiment?,dependent
deployment_2,11805,1,ho do i change the value within a list,guided
deployment_2,11805,2,how do i change a value within a list within a list,guided
deployment_2,11805,3,[1][3]?,dependent
deployment_2,11805,4,[1[3]],dependent
deployment_2,11805,5,[1][3],dependent
